,Strike Price,Date,Open,High,Low,Close,Volume
66,8600,2016-01-06,6.5,6.5,2.9,3.8,13720.0
67,8700,2016-01-06,3.7,4.0,2.5,2.8,18692.0
68,8800,2016-01-06,2.9,3.0,1.3,2.1,13434.0
69,8900,2016-01-06,1.6,2.0,1.2,1.4,4602.0
70,9000,2016-01-06,1.0,1.5,0.8,1.0,1616.0
71,9100,2016-01-06,0.9,1.0,0.5,0.6,732.0
72,9200,2016-01-06,0.7,0.8,0.6,0.6,166.0
73,9300,2016-01-06,0.5,0.6,0.4,0.4,106.0
74,9400,2016-01-06,0.4,0.5,0.3,0.3,70.0
75,9500,2016-01-06,0.3,0.4,0.3,0.3,128.0
76,9600,2016-01-06,0.3,0.3,0.3,0.3,106.0
77,9700,2016-01-06,0.3,0.3,0.2,0.3,80.0
78,10000,2016-01-07,0.5,0.5,0.3,0.3,200.0
79,10200,2016-01-07,0.5,0.5,0.3,0.3,224.0
80,7100,2016-01-07,745.0,745.0,730.0,730.0,4.0
81,7200,2016-01-07,620.0,620.0,620.0,620.0,2.0
82,7300,2016-01-07,482.0,535.0,482.0,535.0,82.0
83,7400,2016-01-07,456.0,456.0,390.0,443.0,368.0
84,7500,2016-01-07,467.0,467.0,320.0,359.0,438.0
85,7600,2016-01-07,388.0,400.0,238.0,280.0,1474.0
86,7700,2016-01-07,316.0,325.0,174.0,207.0,4756.0
87,7800,2016-01-07,242.0,251.0,118.0,147.0,18762.0
88,7900,2016-01-07,176.0,184.0,75.0,95.0,35518.0
89,8000,2016-01-07,118.0,126.0,43.5,57.0,59728.0
90,8100,2016-01-07,75.0,80.0,23.0,29.5,68692.0
91,8200,2016-01-07,40.0,44.5,11.0,14.5,72348.0
92,8300,2016-01-07,22.0,22.0,5.3,7.3,70176.0
93,8400,2016-01-07,8.5,11.0,3.8,5.2,46720.0
94,8500,2016-01-07,6.0,6.0,2.6,3.6,29000.0
95,8600,2016-01-07,3.6,4.0,2.3,2.9,21310.0
96,8700,2016-01-07,2.4,2.7,1.8,2.4,11600.0
97,8800,2016-01-07,1.6,2.0,1.3,1.4,8376.0
98,8900,2016-01-07,1.0,1.5,0.8,1.0,3972.0
99,9000,2016-01-07,0.9,1.0,0.6,0.9,1272.0
100,9100,2016-01-07,0.6,0.7,0.4,0.5,478.0
101,9200,2016-01-07,0.5,0.5,0.4,0.5,280.0
102,9300,2016-01-07,0.4,0.5,0.4,0.5,126.0
103,9400,2016-01-07,0.3,0.5,0.3,0.5,154.0
104,9500,2016-01-07,0.5,0.5,0.4,0.5,182.0
105,9600,2016-01-07,0.5,0.5,0.1,0.5,234.0
106,9700,2016-01-07,0.5,0.5,0.3,0.5,200.0
107,9800,2016-01-07,0.5,0.5,0.5,0.5,160.0
108,9900,2016-01-07,0.5,0.5,0.3,0.3,140.0
109,7100,2016-01-08,665.0,780.0,665.0,765.0,48.0
110,7300,2016-01-08,565.0,565.0,565.0,565.0,2.0
111,7400,2016-01-08,460.0,487.0,460.0,477.0,10.0
112,7500,2016-01-08,330.0,415.0,317.0,402.0,376.0
113,7600,2016-01-08,240.0,329.0,240.0,317.0,2030.0
114,7700,2016-01-08,184.0,253.0,174.0,242.0,7140.0
115,7800,2016-01-08,126.0,185.0,119.0,173.0,19156.0
116,7900,2016-01-08,82.0,125.0,74.0,117.0,30102.0
117,8000,2016-01-08,47.0,76.0,43.0,71.0,48890.0
118,8100,2016-01-08,25.0,42.0,22.0,39.5,43022.0
119,8200,2016-01-08,9.2,21.0,9.2,20.0,29624.0
120,8300,2016-01-08,7.3,11.0,5.4,10.5,34270.0
121,8400,2016-01-08,4.3,6.6,4.3,6.3,19076.0
122,8500,2016-01-08,2.7,4.4,2.7,3.8,9828.0
123,8600,2016-01-08,2.9,3.2,2.2,2.6,6124.0
124,8700,2016-01-08,2.2,2.5,1.5,1.6,3648.0
125,8800,2016-01-08,1.4,2.0,0.9,0.9,5402.0
126,8900,2016-01-08,1.0,1.3,0.7,0.7,1764.0
127,9000,2016-01-08,0.8,1.0,0.4,0.5,848.0
128,9100,2016-01-08,0.5,0.6,0.3,0.4,156.0
129,9200,2016-01-08,0.5,0.5,0.2,0.2,96.0
130,9300,2016-01-08,0.3,0.5,0.3,0.3,68.0
131,9400,2016-01-08,0.3,0.3,0.3,0.3,46.0
132,9500,2016-01-08,0.2,0.3,0.2,0.3,82.0
133,10000,2016-01-11,0.3,0.3,0.2,0.3,100.0
134,10200,2016-01-11,0.2,0.3,0.2,0.3,80.0
135,7000,2016-01-11,730.0,730.0,730.0,730.0,2.0
136,7200,2016-01-11,570.0,570.0,570.0,570.0,2.0
137,7300,2016-01-11,454.0,471.0,454.0,471.0,44.0
138,7400,2016-01-11,355.0,420.0,355.0,388.0,90.0
139,7500,2016-01-11,301.0,332.0,266.0,300.0,1092.0
140,7600,2016-01-11,231.0,261.0,188.0,229.0,5432.0
141,7700,2016-01-11,162.0,192.0,132.0,163.0,16550.0
142,7800,2016-01-11,109.0,130.0,81.0,108.0,32310.0
143,7900,2016-01-11,68.0,80.0,45.5,66.0,46498.0
144,8000,2016-01-11,38.5,44.0,24.0,36.5,62540.0
145,8100,2016-01-11,21.5,21.5,10.0,17.5,51236.0
146,8200,2016-01-11,10.0,10.0,5.1,8.6,49982.0
147,8300,2016-01-11,6.6,6.6,3.5,4.8,24506.0
148,8400,2016-01-11,2.0,4.2,2.0,3.1,25578.0
149,8500,2016-01-11,2.0,3.1,1.7,2.3,10616.0
150,8600,2016-01-11,1.8,2.0,1.0,1.7,9232.0
151,8700,2016-01-11,1.1,1.5,0.8,1.3,3910.0
152,8800,2016-01-11,0.9,1.0,0.6,0.9,2622.0
153,8900,2016-01-11,0.6,0.8,0.4,0.5,690.0
154,9000,2016-01-11,0.3,0.6,0.3,0.5,328.0
155,9100,2016-01-11,0.3,0.4,0.3,0.4,746.0
156,9200,2016-01-11,0.3,0.3,0.2,0.3,136.0
157,9300,2016-01-11,0.2,0.3,0.2,0.3,82.0
158,9600,2016-01-11,0.2,0.3,0.2,0.3,120.0
159,9700,2016-01-11,0.2,0.3,0.2,0.3,124.0
160,9800,2016-01-11,0.2,0.3,0.2,0.3,130.0
161,9900,2016-01-11,0.3,0.3,0.2,0.3,98.0
162,10000,2016-01-12,0.2,0.2,0.2,0.2,20.0
163,7000,2016-01-12,695.0,835.0,695.0,710.0,6.0
164,7200,2016-01-12,605.0,605.0,520.0,525.0,28.0
165,7300,2016-01-12,437.0,437.0,437.0,437.0,2.0
166,7400,2016-01-12,437.0,437.0,349.0,353.0,46.0
167,7500,2016-01-12,335.0,350.0,267.0,272.0,822.0
168,7600,2016-01-12,256.0,277.0,194.0,201.0,3998.0
169,7700,2016-01-12,190.0,206.0,134.0,139.0,10314.0
170,7800,2016-01-12,129.0,144.0,84.0,87.0,28850.0
171,7900,2016-01-12,75.0,93.0,48.5,50.0,38210.0
172,8000,2016-01-12,44.0,54.0,24.5,26.0,53092.0
173,8100,2016-01-12,20.0,27.0,10.0,11.5,31814.0
174,8200,2016-01-12,8.6,13.0,5.0,5.2,25354.0
175,8300,2016-01-12,5.0,5.7,2.6,3.0,12164.0
176,8400,2016-01-12,3.0,3.4,1.7,1.7,13734.0
177,8500,2016-01-12,2.3,2.5,1.5,1.7,9196.0
178,8600,2016-01-12,1.7,1.8,0.9,1.0,2672.0
179,8700,2016-01-12,1.4,1.5,0.8,0.8,1458.0
180,8800,2016-01-12,0.9,1.2,0.6,0.7,1482.0
181,8900,2016-01-12,0.5,0.7,0.5,0.5,352.0
182,9000,2016-01-12,0.2,0.5,0.2,0.4,80.0
183,9100,2016-01-12,0.5,0.5,0.3,0.3,26.0
184,9200,2016-01-12,0.3,0.3,0.3,0.3,12.0
185,9300,2016-01-12,0.3,0.3,0.3,0.3,6.0
186,9400,2016-01-12,0.3,0.3,0.3,0.3,20.0
187,9600,2016-01-12,0.2,0.2,0.2,0.2,12.0
188,9700,2016-01-12,0.3,0.3,0.3,0.3,2.0
189,9800,2016-01-12,0.2,0.3,0.2,0.3,80.0
190,9900,2016-01-12,0.2,0.2,0.2,0.2,8.0
191,7200,2016-01-13,610.0,610.0,610.0,610.0,2.0
192,7400,2016-01-13,403.0,462.0,379.0,421.0,836.0
193,7500,2016-01-13,328.0,373.0,304.0,346.0,454.0
194,7550,2016-01-13,286.0,301.0,268.0,301.0,120.0
195,7600,2016-01-13,250.0,290.0,221.0,273.0,1808.0
196,7650,2016-01-13,211.0,247.0,193.0,233.0,906.0
197,7700,2016-01-13,170.0,217.0,156.0,203.0,10246.0
198,7750,2016-01-13,149.0,178.0,129.0,170.0,6444.0
199,7800,2016-01-13,116.0,150.0,103.0,140.0,34996.0
200,7850,2016-01-13,95.0,120.0,80.0,112.0,16630.0
201,7900,2016-01-13,75.0,95.0,61.0,87.0,53498.0
202,7950,2016-01-13,52.0,71.0,45.0,66.0,20964.0
203,8000,2016-01-13,37.0,52.0,32.0,47.5,51288.0
204,8100,2016-01-13,15.5,24.5,14.0,22.5,44236.0
205,8200,2016-01-13,7.8,11.0,5.9,9.9,44508.0
206,8300,2016-01-13,3.4,4.7,2.5,3.9,23724.0
207,8400,2016-01-13,2.0,2.6,1.5,1.8,14210.0
208,8500,2016-01-13,1.8,1.9,1.0,1.4,6172.0
209,8600,2016-01-13,1.3,1.3,0.8,0.8,3660.0
210,8700,2016-01-13,0.9,1.0,0.5,0.5,2700.0
211,8800,2016-01-13,0.6,0.9,0.3,0.6,1382.0
212,8900,2016-01-13,0.4,0.4,0.3,0.3,1026.0
213,9000,2016-01-13,0.3,0.4,0.2,0.2,250.0
214,9100,2016-01-13,0.2,0.4,0.1,0.1,20.0
215,9300,2016-01-13,0.4,0.5,0.4,0.5,12.0
216,9800,2016-01-13,0.3,0.3,0.3,0.3,28.0
217,10000,2016-01-14,0.3,0.3,0.3,0.3,2.0
218,6600,2016-01-14,1180.0,1180.0,1040.0,1040.0,4.0
219,6900,2016-01-14,745.0,745.0,740.0,740.0,48.0
220,7000,2016-01-14,670.0,670.0,650.0,650.0,48.0
221,7100,2016-01-14,580.0,580.0,560.0,560.0,72.0
222,7200,2016-01-14,470.0,510.0,469.0,510.0,8.0
223,7300,2016-01-14,396.0,435.0,370.0,435.0,136.0
224,7400,2016-01-14,319.0,356.0,250.0,352.0,4328.0
225,7500,2016-01-14,220.0,275.0,204.0,271.0,5922.0
226,7550,2016-01-14,204.0,239.0,172.0,234.0,4312.0
227,7600,2016-01-14,153.0,204.0,140.0,201.0,14194.0
228,7650,2016-01-14,141.0,171.0,114.0,169.0,26058.0
229,7700,2016-01-14,103.0,140.0,89.0,139.0,50390.0
230,7750,2016-01-14,80.0,110.0,67.0,108.0,44498.0
231,7800,2016-01-14,66.0,85.0,49.5,83.0,93586.0
232,7850,2016-01-14,52.0,67.0,34.5,60.0,64850.0
233,7900,2016-01-14,38.0,41.5,23.0,41.5,78960.0
234,7950,2016-01-14,22.0,28.0,14.0,26.0,68568.0
235,8000,2016-01-14,15.0,18.0,7.9,15.0,129776.0
236,8050,2016-01-14,10.0,11.5,4.5,8.5,60182.0
237,8100,2016-01-14,5.0,7.2,3.4,5.0,67304.0
238,8200,2016-01-14,2.8,3.7,1.7,2.6,35418.0
239,8300,2016-01-14,2.0,2.1,1.1,1.6,19074.0
240,8400,2016-01-14,1.0,1.6,0.6,1.0,14450.0
241,8500,2016-01-14,1.0,1.1,0.5,0.8,10228.0
242,8600,2016-01-14,0.6,0.9,0.4,0.6,6268.0
243,8700,2016-01-14,0.7,0.7,0.2,0.5,2534.0
244,8800,2016-01-14,0.5,0.5,0.2,0.4,1948.0
245,8900,2016-01-14,0.4,0.4,0.2,0.3,612.0
246,9000,2016-01-14,0.4,0.4,0.2,0.4,48.0
247,9100,2016-01-14,0.4,0.4,0.3,0.3,26.0
248,9200,2016-01-14,0.2,0.3,0.2,0.2,10.0
249,9300,2016-01-14,0.2,0.2,0.2,0.2,10.0
250,9400,2016-01-14,0.2,0.3,0.2,0.3,30.0
251,9500,2016-01-14,0.1,0.1,0.1,0.1,4.0
252,9700,2016-01-14,0.3,0.3,0.2,0.2,4.0
253,9800,2016-01-14,0.2,0.2,0.2,0.2,2.0
254,7200,2016-01-15,525.0,525.0,475.0,475.0,8.0
255,7300,2016-01-15,489.0,492.0,371.0,395.0,144.0
256,7400,2016-01-15,408.0,415.0,274.0,295.0,484.0
257,7500,2016-01-15,356.0,356.0,197.0,218.0,4106.0
258,7550,2016-01-15,290.0,290.0,162.0,171.0,1536.0
259,7600,2016-01-15,262.0,262.0,129.0,141.0,12166.0
260,7650,2016-01-15,210.0,216.0,100.0,110.0,17070.0
261,7700,2016-01-15,189.0,189.0,74.0,84.0,57542.0
262,7750,2016-01-15,155.0,155.0,51.0,60.0,51614.0
263,7800,2016-01-15,120.0,125.0,34.0,40.0,132032.0
264,7850,2016-01-15,93.0,102.0,21.0,25.0,71796.0
265,7900,2016-01-15,68.0,70.0,12.5,16.0,118620.0
266,7950,2016-01-15,47.5,47.5,6.4,9.0,100332.0
267,8000,2016-01-15,28.5,32.0,4.5,5.9,111266.0
268,8050,2016-01-15,19.5,19.5,2.7,3.5,61490.0
269,8100,2016-01-15,10.5,12.0,2.0,2.3,68176.0
270,8200,2016-01-15,4.5,5.0,0.9,1.1,43602.0
271,8300,2016-01-15,2.0,2.3,0.7,1.0,13580.0
272,8400,2016-01-15,1.2,1.4,0.6,0.6,5644.0
273,8500,2016-01-15,0.8,1.1,0.5,0.5,5836.0
274,8600,2016-01-15,0.7,0.8,0.2,0.4,2044.0
275,8700,2016-01-15,0.8,0.9,0.1,0.2,1508.0
276,8800,2016-01-15,0.5,0.5,0.2,0.3,1514.0
277,8900,2016-01-15,0.3,0.4,0.2,0.2,456.0
278,9000,2016-01-15,0.4,0.4,0.2,0.3,74.0
279,9100,2016-01-15,0.2,0.2,0.2,0.2,6.0
280,9200,2016-01-15,0.1,0.2,0.1,0.1,12.0
281,9300,2016-01-15,0.2,0.2,0.2,0.2,6.0
282,9400,2016-01-15,0.3,0.3,0.3,0.3,6.0
283,9500,2016-01-15,0.3,0.3,0.3,0.3,2.0
284,9600,2016-01-15,0.3,0.3,0.3,0.3,2.0
285,7000,2016-01-18,620.0,730.0,620.0,730.0,20.0
286,7100,2016-01-18,500.0,690.0,486.0,690.0,42.0
287,7200,2016-01-18,360.0,615.0,358.0,615.0,172.0
288,7300,2016-01-18,271.0,479.0,251.0,479.0,136.0
289,7400,2016-01-18,150.0,420.0,150.0,380.0,3378.0
290,7500,2016-01-18,91.0,331.0,85.0,317.0,14316.0
291,7550,2016-01-18,62.0,283.0,58.0,265.0,18476.0
292,7600,2016-01-18,44.0,234.0,38.5,218.0,61474.0
293,7650,2016-01-18,28.0,190.0,23.0,173.0,55500.0
294,7700,2016-01-18,17.0,147.0,12.0,133.0,128718.0
295,7750,2016-01-18,11.0,108.0,7.4,95.0,115676.0
296,7800,2016-01-18,7.0,74.0,4.5,62.0,200176.0
297,7850,2016-01-18,4.2,46.5,2.5,37.0,145434.0
298,7900,2016-01-18,3.5,26.5,2.5,19.5,132016.0
299,7950,2016-01-18,2.0,14.0,1.4,9.3,85362.0
300,8000,2016-01-18,1.2,6.7,0.6,4.6,74074.0
301,8050,2016-01-18,1.1,3.1,0.3,2.0,18990.0
302,8100,2016-01-18,1.5,1.7,0.3,1.1,13956.0
303,8200,2016-01-18,0.6,0.7,0.1,0.4,4806.0
304,8300,2016-01-18,0.5,0.5,0.1,0.4,3248.0
305,8400,2016-01-18,0.3,0.5,0.2,0.3,3608.0
306,8500,2016-01-18,0.3,0.4,0.1,0.3,2290.0
307,8600,2016-01-18,0.3,0.4,0.1,0.3,614.0
308,8700,2016-01-18,0.3,0.3,0.1,0.3,1718.0
309,8800,2016-01-18,0.3,0.3,0.2,0.3,2408.0
310,8900,2016-01-18,0.3,0.3,0.1,0.2,280.0
311,9000,2016-01-18,0.2,0.3,0.1,0.3,188.0
312,9100,2016-01-18,0.3,0.3,0.3,0.3,4.0
313,9200,2016-01-18,0.2,0.2,0.2,0.2,22.0
314,9300,2016-01-18,0.3,0.3,0.2,0.2,58.0
315,9400,2016-01-18,0.3,0.3,0.3,0.3,20.0
316,9500,2016-01-18,0.3,0.3,0.3,0.3,40.0
317,9600,2016-01-18,0.3,0.3,0.3,0.3,28.0
318,9700,2016-01-18,0.3,0.3,0.3,0.3,2.0
319,9800,2016-01-18,0.1,0.1,0.1,0.1,20.0
320,10200,2016-01-19,0.3,0.3,0.1,0.1,4.0
321,6500,2016-01-19,1310.0,1310.0,1310.0,1310.0,12.0
322,6600,2016-01-19,1210.0,1210.0,1210.0,1210.0,12.0
323,6700,2016-01-19,1110.0,1110.0,1110.0,1110.0,12.0
324,6800,2016-01-19,1010.0,1010.0,1010.0,1010.0,12.0
325,6900,2016-01-19,910.0,910.0,910.0,910.0,12.0
326,7000,2016-01-19,810.0,810.0,810.0,810.0,12.0
327,7100,2016-01-19,710.0,710.0,710.0,710.0,12.0
328,7200,2016-01-19,610.0,610.0,610.0,610.0,12.0
329,7300,2016-01-19,510.0,530.0,473.0,530.0,28.0
330,7400,2016-01-19,412.0,466.0,354.0,466.0,204.0
331,7500,2016-01-19,313.0,368.0,265.0,365.0,734.0
332,7550,2016-01-19,264.0,314.0,210.0,309.0,340.0
333,7600,2016-01-19,217.0,268.0,159.0,268.0,3832.0
334,7650,2016-01-19,168.0,219.0,117.0,216.0,5042.0
335,7700,2016-01-19,121.0,170.0,78.0,170.0,34852.0
336,7750,2016-01-19,86.0,124.0,46.0,124.0,61748.0
337,7800,2016-01-19,49.5,82.0,24.5,80.0,153024.0
338,7850,2016-01-19,29.0,44.5,11.0,44.0,157900.0
339,7900,2016-01-19,16.0,21.0,4.2,20.0,123558.0
340,7950,2016-01-19,7.0,7.9,1.5,7.7,73738.0
341,8000,2016-01-19,3.5,3.5,0.6,2.4,75330.0
342,8050,2016-01-19,2.0,2.0,0.2,0.9,15958.0
343,8100,2016-01-19,0.3,1.1,0.2,0.6,11688.0
344,8200,2016-01-19,0.3,0.4,0.2,0.4,2252.0
345,8300,2016-01-19,0.2,0.4,0.1,0.2,1860.0
346,8400,2016-01-19,0.2,0.4,0.1,0.1,2190.0
347,8500,2016-01-19,0.3,0.3,0.1,0.3,638.0
348,8600,2016-01-19,0.2,0.3,0.1,0.1,368.0
349,8700,2016-01-19,0.2,0.3,0.1,0.2,770.0
350,8800,2016-01-19,0.2,0.3,0.1,0.1,2242.0
351,8900,2016-01-19,0.3,0.3,0.1,0.2,66.0
352,9000,2016-01-19,0.1,0.1,0.1,0.1,56.0
353,9100,2016-01-19,0.1,0.1,0.1,0.1,2.0
354,9200,2016-01-19,0.1,0.1,0.1,0.1,8.0
355,9700,2016-01-19,0.3,0.3,0.1,0.1,20.0
356,9900,2016-01-19,0.1,0.1,0.1,0.1,104.0
357,10000,2016-01-20,0.1,0.1,0.1,0.1,4.0
358,7200,2016-01-20,590.0,590.0,590.0,590.0,2.0
359,7300,2016-01-20,489.0,489.0,380.0,380.0,16.0
360,7400,2016-01-20,402.0,402.0,291.0,302.0,88.0
361,7500,2016-01-20,302.0,302.0,185.0,204.0,692.0
362,7550,2016-01-20,239.0,239.0,129.0,154.0,948.0
363,7600,2016-01-20,185.0,205.0,77.0,104.0,10754.0
364,7650,2016-01-20,162.0,162.0,32.0,53.0,65270.0
365,7700,2016-01-20,110.0,110.0,0.4,3.9,298708.0
366,7750,2016-01-20,60.0,64.0,0.1,0.1,271888.0
367,7800,2016-01-20,28.0,28.5,0.1,0.2,237392.0
368,7850,2016-01-20,9.5,9.7,0.1,0.2,139312.0
369,7900,2016-01-20,3.7,3.7,0.1,0.1,65132.0
370,7950,2016-01-20,1.2,1.2,0.1,0.1,23046.0
371,8000,2016-01-20,0.5,0.5,0.1,0.2,12598.0
372,8050,2016-01-20,0.3,0.3,0.1,0.1,2306.0
373,8100,2016-01-20,0.3,0.3,0.1,0.2,5336.0
374,8200,2016-01-20,0.1,0.3,0.1,0.2,2512.0
375,8300,2016-01-20,0.1,0.3,0.1,0.2,1340.0
376,8400,2016-01-20,0.2,0.3,0.1,0.2,738.0
377,8500,2016-01-20,0.1,0.2,0.1,0.1,440.0
378,8600,2016-01-20,0.1,0.2,0.1,0.1,936.0
379,8700,2016-01-20,0.1,0.2,0.1,0.2,120.0
380,8800,2016-01-20,0.2,0.2,0.1,0.1,256.0
381,8900,2016-01-20,0.1,0.1,0.1,0.1,118.0
382,9000,2016-01-20,0.1,0.2,0.1,0.2,84.0
383,9100,2016-01-20,0.1,0.1,0.1,0.1,8.0
384,9200,2016-01-20,0.3,0.3,0.3,0.3,2.0
385,9500,2016-01-20,0.1,0.1,0.1,0.1,2.0
386,9600,2016-01-20,0.2,0.2,0.2,0.2,10.0
387,9800,2016-01-20,0.3,0.3,0.3,0.3,2.0
388,6500,2016-01-21,815.0,815.0,815.0,815.0,2.0
389,6800,2016-01-21,890.0,890.0,890.0,890.0,2.0
390,7000,2016-01-21,700.0,700.0,655.0,660.0,34.0
391,7100,2016-01-21,605.0,615.0,565.0,570.0,140.0
392,7200,2016-01-21,550.0,550.0,500.0,510.0,244.0
393,7300,2016-01-21,411.0,468.0,408.0,412.0,42.0
394,7400,2016-01-21,320.0,394.0,320.0,335.0,1172.0
395,7500,2016-01-21,309.0,321.0,261.0,264.0,3536.0
396,7600,2016-01-21,202.0,251.0,195.0,199.0,6820.0
397,7700,2016-01-21,149.0,187.0,139.0,142.0,17942.0
398,7800,2016-01-21,99.0,131.0,92.0,95.0,25636.0
399,7900,2016-01-21,70.0,86.0,56.0,59.0,33932.0
400,8000,2016-01-21,40.0,52.0,32.0,33.0,41118.0
401,8100,2016-01-21,23.0,28.0,16.0,16.0,36494.0
402,8200,2016-01-21,11.0,14.0,7.1,7.3,17020.0
403,8300,2016-01-21,6.5,7.0,3.6,4.0,8936.0
404,8400,2016-01-21,3.6,4.4,2.3,2.7,3030.0
405,8500,2016-01-21,3.6,3.6,1.7,2.4,2758.0
406,8600,2016-01-21,1.9,1.9,1.0,1.0,1084.0
407,8700,2016-01-21,1.4,1.4,0.5,0.5,158.0
408,8800,2016-01-21,1.0,1.0,0.9,1.0,62.0
409,8900,2016-01-21,1.0,1.0,0.5,0.5,26.0
410,9000,2016-01-21,0.5,0.6,0.2,0.6,156.0
411,9100,2016-01-21,0.2,0.6,0.2,0.3,110.0
412,9200,2016-01-21,0.4,0.4,0.3,0.3,108.0
413,9300,2016-01-21,0.5,0.5,0.5,0.5,6.0
414,9400,2016-01-21,0.6,0.6,0.5,0.5,22.0
415,9500,2016-01-21,0.3,0.5,0.3,0.4,54.0
416,9600,2016-01-21,0.3,0.3,0.3,0.3,58.0
417,9700,2016-01-21,0.3,0.3,0.3,0.3,44.0
418,9800,2016-01-21,0.5,0.5,0.3,0.3,82.0
419,6500,2016-01-22,1270.0,1270.0,1270.0,1270.0,2.0
420,7000,2016-01-22,750.0,750.0,675.0,735.0,74.0
421,7100,2016-01-22,630.0,660.0,595.0,660.0,18.0
422,7200,2016-01-22,560.0,570.0,505.0,570.0,60.0
423,7300,2016-01-22,489.0,490.0,425.0,485.0,70.0
424,7400,2016-01-22,409.0,418.0,345.0,418.0,616.0
425,7500,2016-01-22,322.0,340.0,272.0,336.0,1470.0
426,7600,2016-01-22,258.0,263.0,205.0,262.0,3604.0
427,7700,2016-01-22,195.0,203.0,146.0,192.0,12942.0
