,Strike Price,Date,Open,High,Low,Close,Volume
80,8100,2016-01-07,132.0,138.0,70.0,86.0,2772.0
81,8200,2016-01-07,95.0,100.0,47.0,56.0,5316.0
82,8300,2016-01-07,70.0,70.0,31.0,38.0,4506.0
83,8400,2016-01-07,43.0,43.0,20.0,24.5,4448.0
84,8500,2016-01-07,22.5,27.5,14.0,15.5,5100.0
85,8600,2016-01-07,17.0,17.0,9.0,10.0,2604.0
86,8700,2016-01-07,9.0,9.8,6.0,7.0,946.0
87,8800,2016-01-07,6.0,6.2,4.5,5.8,1476.0
88,8900,2016-01-07,4.0,4.7,3.5,4.7,1192.0
89,9000,2016-01-07,3.0,4.3,2.2,4.3,136.0
90,9100,2016-01-07,2.2,2.8,1.2,2.7,96.0
91,9200,2016-01-07,2.4,2.8,2.4,2.7,80.0
92,9300,2016-01-07,1.7,2.0,0.2,0.2,24.0
93,9400,2016-01-07,1.8,2.3,1.6,2.0,46.0
94,9600,2016-01-07,1.0,1.1,1.0,1.1,10.0
95,7000,2016-01-08,860.0,860.0,860.0,860.0,4.0
96,7200,2016-01-08,670.0,670.0,670.0,670.0,2.0
97,7300,2016-01-08,575.0,585.0,575.0,585.0,4.0
98,7400,2016-01-08,515.0,520.0,515.0,520.0,4.0
99,7500,2016-01-08,440.0,440.0,434.0,436.0,18.0
100,7600,2016-01-08,305.0,372.0,300.0,372.0,76.0
101,7700,2016-01-08,252.0,307.0,250.0,307.0,54.0
102,7800,2016-01-08,188.0,250.0,188.0,245.0,434.0
103,7900,2016-01-08,141.0,193.0,141.0,188.0,944.0
104,8000,2016-01-08,110.0,146.0,95.0,140.0,1652.0
105,8100,2016-01-08,73.0,104.0,72.0,98.0,3622.0
106,8200,2016-01-08,53.0,72.0,47.5,68.0,5656.0
107,8300,2016-01-08,35.0,48.0,32.0,44.0,4234.0
108,8400,2016-01-08,22.0,31.5,21.0,28.0,2278.0
109,8500,2016-01-08,13.5,20.0,13.5,17.5,1954.0
110,8600,2016-01-08,10.5,13.5,10.0,12.0,1728.0
111,8700,2016-01-08,7.4,8.5,6.6,7.3,1008.0
112,8800,2016-01-08,5.7,9.9,4.5,5.4,828.0
113,8900,2016-01-08,5.0,5.5,3.8,5.0,192.0
114,9000,2016-01-08,3.5,3.9,3.2,3.7,258.0
115,9100,2016-01-08,1.7,2.3,1.7,2.3,32.0
116,9200,2016-01-08,3.0,3.0,2.1,2.8,190.0
117,9300,2016-01-08,1.2,2.6,1.2,2.3,12.0
118,9400,2016-01-08,2.1,2.2,1.8,2.1,46.0
119,9500,2016-01-08,1.6,1.6,1.2,1.2,160.0
120,9600,2016-01-08,1.1,1.2,1.1,1.1,10.0
121,9700,2016-01-08,1.0,1.0,1.0,1.0,4.0
122,9800,2016-01-08,1.0,1.0,1.0,1.0,6.0
123,7000,2016-01-11,725.0,770.0,725.0,770.0,4.0
124,7300,2016-01-11,530.0,545.0,515.0,515.0,14.0
125,7400,2016-01-11,420.0,470.0,415.0,440.0,30.0
126,7500,2016-01-11,329.0,383.0,329.0,375.0,78.0
127,7600,2016-01-11,299.0,321.0,270.0,293.0,206.0
128,7700,2016-01-11,233.0,257.0,208.0,236.0,338.0
129,7800,2016-01-11,185.0,198.0,156.0,178.0,1906.0
130,7900,2016-01-11,134.0,150.0,110.0,130.0,1436.0
131,8000,2016-01-11,98.0,106.0,74.0,93.0,4982.0
132,8100,2016-01-11,69.0,72.0,51.0,61.0,6428.0
133,8200,2016-01-11,46.0,47.5,34.0,41.5,4568.0
134,8300,2016-01-11,28.0,30.5,21.0,25.5,3778.0
135,8400,2016-01-11,23.0,23.0,13.5,16.0,4876.0
136,8500,2016-01-11,11.0,12.0,9.3,11.0,2456.0
137,8600,2016-01-11,8.1,8.4,6.8,7.3,800.0
138,8700,2016-01-11,6.0,6.0,4.6,5.4,292.0
139,8800,2016-01-11,4.8,4.8,3.5,3.6,792.0
140,8900,2016-01-11,3.5,3.5,2.2,3.0,526.0
141,9000,2016-01-11,3.3,3.3,2.0,2.4,60.0
142,9100,2016-01-11,1.0,2.0,0.2,2.0,106.0
143,9200,2016-01-11,1.5,2.0,1.0,1.8,80.0
144,9300,2016-01-11,1.7,1.7,1.4,1.5,50.0
145,9400,2016-01-11,1.3,1.6,1.2,1.6,48.0
146,9500,2016-01-11,1.1,1.1,0.1,1.0,62.0
147,9600,2016-01-11,0.9,0.9,0.9,0.9,2.0
148,7100,2016-01-12,645.0,645.0,645.0,645.0,2.0
149,7200,2016-01-12,540.0,565.0,540.0,565.0,8.0
150,7300,2016-01-12,555.0,555.0,470.0,470.0,16.0
151,7400,2016-01-12,450.0,460.0,399.0,399.0,18.0
152,7500,2016-01-12,393.0,393.0,330.0,330.0,20.0
153,7600,2016-01-12,320.0,320.0,258.0,258.0,52.0
154,7700,2016-01-12,253.0,262.0,198.0,204.0,846.0
155,7800,2016-01-12,195.0,207.0,148.0,153.0,2474.0
156,7900,2016-01-12,148.0,156.0,106.0,109.0,1828.0
157,8000,2016-01-12,105.0,112.0,72.0,74.0,4790.0
158,8100,2016-01-12,70.0,77.0,47.0,48.5,5038.0
159,8200,2016-01-12,45.0,50.0,30.0,31.0,3588.0
160,8300,2016-01-12,29.0,31.5,18.5,19.0,2316.0
161,8400,2016-01-12,17.0,19.0,11.0,12.5,1746.0
162,8500,2016-01-12,12.0,12.0,8.2,8.7,1792.0
163,8600,2016-01-12,7.9,8.2,5.6,6.2,678.0
164,8700,2016-01-12,6.0,6.1,4.6,4.6,100.0
165,8800,2016-01-12,4.6,4.6,3.5,3.5,1130.0
166,8900,2016-01-12,3.0,3.5,2.8,2.8,46.0
167,9000,2016-01-12,2.0,2.4,2.0,2.2,442.0
168,9100,2016-01-12,2.2,2.4,1.0,2.4,8.0
169,9200,2016-01-12,1.8,1.8,1.4,1.4,184.0
170,9300,2016-01-12,1.6,1.6,1.6,1.6,2.0
171,9400,2016-01-12,1.9,1.9,1.0,1.0,8.0
172,9500,2016-01-12,1.0,1.0,1.0,1.0,2.0
173,9600,2016-01-12,1.9,1.9,1.9,1.9,2.0
174,7000,2016-01-13,840.0,840.0,840.0,840.0,2.0
175,7100,2016-01-13,705.0,705.0,705.0,705.0,2.0
176,7200,2016-01-13,620.0,665.0,595.0,595.0,10.0
177,7300,2016-01-13,535.0,565.0,510.0,510.0,36.0
178,7400,2016-01-13,470.0,495.0,441.0,458.0,432.0
179,7500,2016-01-13,374.0,415.0,352.0,392.0,426.0
180,7600,2016-01-13,302.0,338.0,280.0,320.0,508.0
181,7700,2016-01-13,224.0,272.0,218.0,254.0,732.0
182,7800,2016-01-13,183.0,211.0,160.0,200.0,2878.0
183,7900,2016-01-13,140.0,155.0,114.0,147.0,2258.0
184,8000,2016-01-13,90.0,109.0,78.0,105.0,5884.0
185,8100,2016-01-13,55.0,74.0,51.0,71.0,9170.0
186,8200,2016-01-13,35.5,47.0,32.0,45.0,6462.0
187,8300,2016-01-13,25.0,28.5,20.0,27.5,3958.0
188,8400,2016-01-13,14.5,17.5,12.0,17.0,5130.0
189,8500,2016-01-13,9.0,11.0,8.5,10.5,1934.0
190,8600,2016-01-13,7.0,7.7,6.0,7.3,1606.0
191,8700,2016-01-13,4.7,5.1,3.9,4.7,106.0
192,8800,2016-01-13,4.0,4.0,2.9,3.4,1406.0
193,8900,2016-01-13,3.2,3.2,2.0,2.7,144.0
194,9000,2016-01-13,2.0,2.3,1.8,2.0,390.0
195,9100,2016-01-13,1.3,1.8,1.3,1.8,46.0
196,9200,2016-01-13,1.5,1.6,1.2,1.5,204.0
197,9300,2016-01-13,1.2,1.3,1.2,1.3,20.0
198,9400,2016-01-13,2.0,2.0,0.7,1.5,8.0
199,7200,2016-01-14,535.0,565.0,535.0,565.0,4.0
200,7300,2016-01-14,425.0,459.0,418.0,459.0,6.0
201,7400,2016-01-14,368.0,404.0,331.0,404.0,258.0
202,7500,2016-01-14,291.0,336.0,263.0,336.0,502.0
203,7600,2016-01-14,232.0,267.0,208.0,265.0,2102.0
204,7700,2016-01-14,175.0,206.0,153.0,204.0,3092.0
205,7800,2016-01-14,144.0,153.0,110.0,152.0,5160.0
206,7900,2016-01-14,100.0,107.0,75.0,107.0,7680.0
207,8000,2016-01-14,64.0,72.0,50.0,72.0,11944.0
208,8100,2016-01-14,44.0,45.0,31.5,44.5,8180.0
209,8200,2016-01-14,28.0,28.0,20.0,27.5,6670.0
210,8300,2016-01-14,15.0,16.5,12.5,16.0,6538.0
211,8400,2016-01-14,12.0,12.0,8.5,10.0,2930.0
212,8500,2016-01-14,7.7,7.7,5.7,6.9,2002.0
213,8600,2016-01-14,6.2,6.2,4.5,5.0,1152.0
214,8700,2016-01-14,6.9,6.9,3.6,4.1,974.0
215,8800,2016-01-14,7.0,7.0,2.2,3.3,798.0
216,8900,2016-01-14,2.1,3.0,2.0,3.0,922.0
217,9000,2016-01-14,2.0,3.0,1.2,1.5,430.0
218,9100,2016-01-14,1.9,2.0,1.0,1.0,18.0
219,9200,2016-01-14,1.2,1.8,1.0,1.2,214.0
220,9300,2016-01-14,1.0,1.3,1.0,1.3,26.0
221,9400,2016-01-14,0.9,0.9,0.8,0.8,10.0
222,9800,2016-01-14,1.8,1.8,1.8,1.8,4.0
223,7100,2016-01-15,650.0,650.0,590.0,590.0,18.0
224,7200,2016-01-15,497.0,515.0,497.0,515.0,18.0
225,7300,2016-01-15,515.0,515.0,423.0,445.0,12.0
226,7400,2016-01-15,469.0,469.0,339.0,366.0,116.0
227,7500,2016-01-15,370.0,381.0,269.0,290.0,564.0
228,7600,2016-01-15,303.0,304.0,208.0,223.0,1152.0
229,7700,2016-01-15,237.0,241.0,153.0,165.0,3404.0
230,7800,2016-01-15,184.0,185.0,109.0,117.0,6116.0
231,7900,2016-01-15,133.0,135.0,72.0,81.0,10644.0
232,8000,2016-01-15,90.0,93.0,46.5,51.0,14972.0
233,8100,2016-01-15,61.0,61.0,29.0,31.5,9374.0
234,8200,2016-01-15,36.5,36.5,18.0,20.0,11648.0
235,8300,2016-01-15,21.0,21.0,10.5,10.5,7152.0
236,8400,2016-01-15,15.0,15.0,7.7,7.8,3184.0
237,8500,2016-01-15,8.0,8.7,5.4,5.8,1814.0
238,8600,2016-01-15,5.0,6.1,4.2,4.5,1742.0
239,8700,2016-01-15,6.7,6.7,3.5,3.8,206.0
240,8800,2016-01-15,3.3,3.6,2.5,2.8,602.0
241,8900,2016-01-15,2.7,3.0,2.2,2.3,716.0
242,9000,2016-01-15,1.5,1.6,1.4,1.5,32.0
243,9100,2016-01-15,1.2,1.5,1.0,1.5,84.0
244,9200,2016-01-15,1.3,1.5,0.9,1.0,14.0
245,9400,2016-01-15,1.8,1.8,1.8,1.8,4.0
246,9500,2016-01-15,0.9,0.9,0.7,0.7,4.0
247,9600,2016-01-15,0.5,0.5,0.5,0.5,2.0
248,9700,2016-01-15,0.8,0.8,0.8,0.8,2.0
249,6500,2016-01-18,1200.0,1220.0,1200.0,1220.0,88.0
250,6900,2016-01-18,815.0,815.0,815.0,815.0,8.0
251,7200,2016-01-18,565.0,630.0,550.0,625.0,22.0
252,7300,2016-01-18,305.0,510.0,305.0,510.0,136.0
253,7400,2016-01-18,290.0,458.0,236.0,453.0,928.0
254,7500,2016-01-18,200.0,380.0,177.0,364.0,2348.0
255,7600,2016-01-18,117.0,304.0,117.0,295.0,3832.0
256,7700,2016-01-18,99.0,237.0,83.0,226.0,9064.0
257,7800,2016-01-18,60.0,175.0,50.0,165.0,18682.0
258,7900,2016-01-18,39.5,122.0,30.0,115.0,24214.0
259,8000,2016-01-18,23.5,81.0,13.0,75.0,38936.0
260,8100,2016-01-18,15.0,50.0,10.5,47.0,20348.0
261,8200,2016-01-18,10.0,29.5,7.5,28.0,12564.0
262,8300,2016-01-18,7.4,17.0,5.0,16.0,9760.0
263,8400,2016-01-18,4.0,10.5,4.0,10.0,3992.0
264,8500,2016-01-18,4.0,6.9,4.0,6.0,3802.0
265,8600,2016-01-18,4.2,4.9,3.2,4.4,2738.0
266,8700,2016-01-18,3.0,3.3,2.3,3.0,1236.0
267,8800,2016-01-18,2.0,2.6,2.0,2.5,1664.0
268,8900,2016-01-18,2.0,2.0,1.2,2.0,170.0
269,9000,2016-01-18,1.2,1.3,1.0,1.3,238.0
270,9100,2016-01-18,0.8,0.8,0.8,0.8,2.0
271,9400,2016-01-18,0.8,0.8,0.8,0.8,4.0
272,9500,2016-01-18,1.1,1.1,0.4,0.5,36.0
273,9600,2016-01-18,0.2,0.5,0.2,0.5,76.0
274,9700,2016-01-18,0.5,0.5,0.4,0.5,96.0
275,9800,2016-01-18,0.5,0.5,0.4,0.5,152.0
276,6500,2016-01-19,1290.0,1290.0,1290.0,1290.0,14.0
277,6600,2016-01-19,1190.0,1190.0,1190.0,1190.0,14.0
278,6800,2016-01-19,995.0,995.0,995.0,995.0,14.0
279,6900,2016-01-19,900.0,900.0,900.0,900.0,6.0
280,7000,2016-01-19,805.0,805.0,805.0,805.0,6.0
281,7100,2016-01-19,710.0,760.0,710.0,760.0,8.0
282,7400,2016-01-19,443.0,464.0,400.0,464.0,38.0
283,7500,2016-01-19,348.0,403.0,325.0,403.0,110.0
284,7600,2016-01-19,286.0,325.0,251.0,325.0,1142.0
285,7700,2016-01-19,225.0,254.0,188.0,254.0,2120.0
286,7800,2016-01-19,161.0,189.0,133.0,189.0,6466.0
287,7900,2016-01-19,110.0,136.0,91.0,136.0,9210.0
288,8000,2016-01-19,73.0,94.0,59.0,93.0,18878.0
289,8100,2016-01-19,44.0,58.0,35.5,57.0,10294.0
290,8200,2016-01-19,28.0,35.0,20.0,33.5,11934.0
291,8300,2016-01-19,14.0,21.0,11.5,21.0,8674.0
292,8400,2016-01-19,11.0,12.0,7.1,12.0,3784.0
293,8500,2016-01-19,6.8,7.3,4.8,7.3,3358.0
294,8600,2016-01-19,4.0,4.6,3.0,4.4,1374.0
295,8700,2016-01-19,3.0,3.0,2.0,3.0,1350.0
296,8800,2016-01-19,2.0,2.4,1.5,2.3,676.0
297,8900,2016-01-19,1.8,1.9,1.2,1.2,174.0
298,9000,2016-01-19,1.0,1.4,1.0,1.4,72.0
299,9100,2016-01-19,0.7,0.7,0.7,0.7,4.0
300,9300,2016-01-19,0.5,0.5,0.5,0.5,4.0
301,9400,2016-01-19,0.5,0.6,0.5,0.6,40.0
302,9500,2016-01-19,0.3,0.3,0.1,0.1,24.0
303,6800,2016-01-20,840.0,840.0,840.0,840.0,2.0
304,7000,2016-01-20,660.0,660.0,660.0,660.0,2.0
305,7100,2016-01-20,585.0,590.0,570.0,570.0,136.0
306,7200,2016-01-20,355.0,595.0,355.0,493.0,14.0
307,7300,2016-01-20,435.0,435.0,401.0,418.0,26.0
308,7400,2016-01-20,425.0,425.0,326.0,334.0,818.0
309,7500,2016-01-20,350.0,350.0,258.0,264.0,1232.0
310,7600,2016-01-20,274.0,280.0,196.0,199.0,3658.0
311,7700,2016-01-20,207.0,213.0,140.0,144.0,6854.0
312,7800,2016-01-20,151.0,154.0,96.0,96.0,16736.0
313,7900,2016-01-20,110.0,110.0,61.0,62.0,18884.0
314,8000,2016-01-20,70.0,70.0,35.5,36.0,34084.0
315,8100,2016-01-20,43.0,43.0,19.5,20.5,22718.0
316,8200,2016-01-20,22.0,25.0,10.0,10.5,22482.0
317,8300,2016-01-20,10.0,14.5,5.3,6.3,18500.0
318,8400,2016-01-20,8.8,9.0,3.9,4.2,6144.0
319,8500,2016-01-20,6.0,6.0,2.9,3.3,4392.0
320,8600,2016-01-20,4.0,4.0,1.6,2.3,834.0
321,8700,2016-01-20,2.7,2.7,1.0,1.3,218.0
322,8800,2016-01-20,2.0,2.0,1.0,1.2,566.0
323,8900,2016-01-20,1.5,1.5,0.9,1.0,454.0
324,9000,2016-01-20,1.0,1.3,0.1,1.3,36.0
325,9100,2016-01-20,0.6,0.7,0.5,0.5,12.0
326,9200,2016-01-20,0.6,0.9,0.6,0.9,84.0
327,9300,2016-01-20,0.6,0.6,0.6,0.6,60.0
328,9400,2016-01-20,0.5,0.6,0.5,0.5,90.0
329,9500,2016-01-20,0.6,0.6,0.6,0.6,48.0
330,9600,2016-01-20,0.5,0.6,0.5,0.5,96.0
331,9700,2016-01-20,0.5,0.6,0.5,0.5,328.0
332,9800,2016-01-20,0.5,0.5,0.4,0.4,22.0
333,10000,2016-01-21,1.0,1.0,0.6,0.6,50.0
334,10200,2016-01-21,0.6,0.6,0.6,0.6,40.0
335,10400,2016-01-21,0.6,0.6,0.6,0.6,40.0
336,10600,2016-01-21,0.6,0.6,0.6,0.6,40.0
337,10800,2016-01-21,0.6,0.6,0.6,0.6,40.0
338,11000,2016-01-21,0.6,0.6,0.6,0.6,40.0
339,11200,2016-01-21,0.6,0.6,0.6,0.6,40.0
340,11400,2016-01-21,0.6,0.6,0.6,0.6,40.0
341,11600,2016-01-21,0.6,0.6,0.6,0.6,40.0
342,5800,2016-01-21,1870.0,1870.0,1870.0,1870.0,40.0
343,5900,2016-01-21,1770.0,1770.0,1770.0,1770.0,40.0
344,6000,2016-01-21,1670.0,1670.0,1670.0,1670.0,40.0
345,6100,2016-01-21,1580.0,1580.0,1580.0,1580.0,40.0
346,7100,2016-01-21,660.0,670.0,625.0,650.0,58.0
347,7400,2016-01-21,433.0,433.0,381.0,381.0,138.0
348,7500,2016-01-21,363.0,363.0,316.0,324.0,122.0
349,7600,2016-01-21,297.0,299.0,257.0,265.0,254.0
350,7700,2016-01-21,238.0,242.0,199.0,201.0,422.0
351,7800,2016-01-21,162.0,192.0,152.0,153.0,588.0
352,7900,2016-01-21,101.0,145.0,101.0,111.0,540.0
353,8000,2016-01-21,89.0,105.0,78.0,79.0,1842.0
354,8100,2016-01-21,73.0,74.0,53.0,54.0,2720.0
355,8200,2016-01-21,46.0,50.0,35.5,36.5,3016.0
356,8300,2016-01-21,28.0,34.0,23.0,24.0,2108.0
357,8400,2016-01-21,19.5,23.0,15.5,16.0,1804.0
358,8500,2016-01-21,14.0,15.0,9.1,10.5,1668.0
359,8600,2016-01-21,10.0,10.0,6.0,6.0,1168.0
360,8700,2016-01-21,7.0,7.0,5.0,5.0,368.0
361,8800,2016-01-21,5.0,6.3,3.0,3.1,182.0
362,8900,2016-01-21,3.0,3.0,2.5,2.5,270.0
363,9000,2016-01-21,3.5,3.5,1.5,1.5,38.0
364,9100,2016-01-21,2.0,2.0,2.0,2.0,4.0
365,9200,2016-01-21,4.0,4.0,1.5,1.5,66.0
366,9300,2016-01-21,1.0,1.0,1.0,1.0,12.0
367,9400,2016-01-21,1.1,1.8,1.1,1.8,10.0
368,9600,2016-01-21,1.0,1.0,1.0,1.0,4.0
369,9800,2016-01-21,2.0,79.0,0.8,0.8,16.0
370,9900,2016-01-21,0.6,0.6,0.6,0.6,40.0
371,10000,2016-01-22,0.9,0.9,0.6,0.7,38.0
372,10400,2016-01-22,0.6,0.6,0.6,0.6,4.0
373,11200,2016-01-22,0.4,0.5,0.4,0.5,442.0
374,7100,2016-01-22,675.0,675.0,675.0,675.0,2.0
375,7400,2016-01-22,428.0,428.0,399.0,424.0,46.0
376,7500,2016-01-22,377.0,377.0,334.0,375.0,20.0
377,7600,2016-01-22,301.0,315.0,266.0,315.0,154.0
378,7700,2016-01-22,252.0,252.0,206.0,247.0,384.0
379,7800,2016-01-22,175.0,197.0,155.0,188.0,410.0
380,7900,2016-01-22,143.0,149.0,114.0,143.0,394.0
381,8000,2016-01-22,101.0,105.0,78.0,100.0,3426.0
382,8100,2016-01-22,75.0,75.0,51.0,68.0,4858.0
383,8200,2016-01-22,36.5,50.0,31.5,43.0,3500.0
384,8300,2016-01-22,32.5,32.5,19.5,26.0,1768.0
385,8400,2016-01-22,17.5,20.0,11.5,16.0,1856.0
386,8500,2016-01-22,11.0,12.0,6.8,9.0,1412.0
387,8600,2016-01-22,7.3,7.5,3.3,4.8,1420.0
388,8700,2016-01-22,4.0,4.0,2.6,3.5,362.0
389,8800,2016-01-22,20.0,20.0,2.0,3.4,286.0
390,8900,2016-01-22,6.8,6.8,2.5,2.5,270.0
391,9000,2016-01-22,2.9,2.9,2.0,2.2,24.0
392,9100,2016-01-22,2.3,2.3,2.0,2.0,10.0
393,9200,2016-01-22,1.5,1.7,1.3,1.3,10.0
394,9400,2016-01-22,1.5,1.5,1.0,1.0,42.0
395,9500,2016-01-22,1.2,1.2,1.2,1.2,2.0
396,9600,2016-01-22,0.9,0.9,0.9,0.9,14.0
397,9800,2016-01-22,1.0,1.0,1.0,1.0,2.0
398,10000,2016-01-25,0.6,0.8,0.6,0.6,62.0
399,10400,2016-01-25,0.6,0.6,0.6,0.6,10.0
400,11200,2016-01-25,0.6,0.6,0.6,0.6,20.0
401,7200,2016-01-25,660.0,660.0,660.0,660.0,4.0
402,7400,2016-01-25,515.0,530.0,510.0,510.0,30.0
403,7600,2016-01-25,330.0,372.0,330.0,354.0,34.0
404,7700,2016-01-25,255.0,305.0,255.0,281.0,152.0
405,7800,2016-01-25,203.0,240.0,203.0,217.0,266.0
406,7900,2016-01-25,145.0,180.0,145.0,162.0,434.0
407,8000,2016-01-25,100.0,130.0,100.0,114.0,4754.0
408,8100,2016-01-25,70.0,88.0,70.0,76.0,2988.0
409,8200,2016-01-25,44.0,55.0,44.0,44.0,6420.0
410,8300,2016-01-25,27.0,32.5,25.5,25.5,3856.0
411,8400,2016-01-25,16.0,19.0,15.0,15.0,2052.0
412,8500,2016-01-25,9.5,11.5,8.4,8.6,3252.0
413,8600,2016-01-25,5.7,6.4,4.8,5.0,844.0
414,8700,2016-01-25,5.0,5.4,3.5,3.8,26.0
415,8800,2016-01-25,3.7,3.7,3.1,3.3,68.0
416,8900,2016-01-25,2.0,2.3,2.0,2.3,216.0
417,9000,2016-01-25,1.7,2.1,1.5,2.1,604.0
418,9100,2016-01-25,1.3,1.3,1.3,1.3,2.0
419,9200,2016-01-25,1.0,2.0,1.0,1.1,24.0
420,9400,2016-01-25,1.7,1.7,0.8,0.8,26.0
421,9600,2016-01-25,0.8,1.0,0.8,0.8,454.0
422,9800,2016-01-25,0.6,1.4,0.6,1.4,402.0
423,10000,2016-01-26,0.3,0.6,0.3,0.6,64.0
424,10200,2016-01-26,0.6,0.6,0.6,0.6,40.0
425,10400,2016-01-26,0.1,0.6,0.1,0.6,44.0
426,10600,2016-01-26,0.6,0.6,0.6,0.6,40.0
427,10800,2016-01-26,0.6,0.6,0.6,0.6,40.0
428,11000,2016-01-26,0.6,0.6,0.6,0.6,40.0
429,11200,2016-01-26,0.1,0.6,0.1,0.6,84.0
