,Symbol,Contract,Con_CP,Con_SP,Date,Time,Open,High,Low,Close,Volume
49,TXO,201603,C,10000,2016-02-01,09:34:00,0.9,0.9,0.9,0.9,10.0
50,TXO,201603,C,10000,2016-02-01,09:35:00,0.9,0.9,0.9,0.9,0.0
51,TXO,201603,C,10000,2016-02-01,09:36:00,0.9,0.9,0.9,0.9,0.0
52,TXO,201603,C,10000,2016-02-01,09:37:00,0.9,0.9,0.9,0.9,0.0
53,TXO,201603,C,10000,2016-02-01,09:38:00,0.9,0.9,0.9,0.9,0.0
54,TXO,201603,C,10000,2016-02-01,09:39:00,0.9,0.9,0.9,0.9,0.0
55,TXO,201603,C,10000,2016-02-01,09:40:00,0.9,0.9,0.9,0.9,0.0
56,TXO,201603,C,10000,2016-02-01,09:41:00,0.9,0.9,0.9,0.9,0.0
57,TXO,201603,C,10000,2016-02-01,09:42:00,0.9,0.9,0.9,0.9,0.0
58,TXO,201603,C,10000,2016-02-01,09:43:00,0.9,0.9,0.9,0.9,0.0
59,TXO,201603,C,10000,2016-02-01,09:44:00,0.9,0.9,0.9,0.9,0.0
60,TXO,201603,C,10000,2016-02-01,09:45:00,0.9,0.9,0.9,0.9,0.0
61,TXO,201603,C,10000,2016-02-01,09:46:00,0.9,0.9,0.9,0.9,0.0
62,TXO,201603,C,10000,2016-02-01,09:47:00,0.9,0.9,0.9,0.9,0.0
63,TXO,201603,C,10000,2016-02-01,09:48:00,0.9,0.9,0.9,0.9,0.0
64,TXO,201603,C,10000,2016-02-01,09:49:00,0.9,0.9,0.9,0.9,0.0
65,TXO,201603,C,10000,2016-02-01,09:50:00,0.9,0.9,0.9,0.9,0.0
66,TXO,201603,C,10000,2016-02-01,09:51:00,0.9,0.9,0.9,0.9,0.0
67,TXO,201603,C,10000,2016-02-01,09:52:00,0.9,0.9,0.9,0.9,0.0
68,TXO,201603,C,10000,2016-02-01,09:53:00,0.9,0.9,0.9,0.9,0.0
69,TXO,201603,C,10000,2016-02-01,09:54:00,0.9,0.9,0.9,0.9,0.0
70,TXO,201603,C,10000,2016-02-01,09:55:00,0.9,0.9,0.9,0.9,0.0
71,TXO,201603,C,10000,2016-02-01,09:56:00,0.9,0.9,0.9,0.9,0.0
72,TXO,201603,C,10000,2016-02-01,09:57:00,0.9,0.9,0.9,0.9,0.0
73,TXO,201603,C,10000,2016-02-01,09:58:00,0.9,0.9,0.9,0.9,0.0
74,TXO,201603,C,10000,2016-02-01,09:59:00,0.9,0.9,0.9,0.9,0.0
75,TXO,201603,C,10000,2016-02-01,10:00:00,0.9,0.9,0.9,0.9,0.0
76,TXO,201603,C,10000,2016-02-01,10:01:00,0.9,0.9,0.9,0.9,0.0
77,TXO,201603,C,10000,2016-02-01,10:02:00,0.9,0.9,0.9,0.9,0.0
78,TXO,201603,C,10000,2016-02-01,10:03:00,0.9,0.9,0.9,0.9,0.0
79,TXO,201603,C,10000,2016-02-01,10:04:00,0.9,0.9,0.9,0.9,0.0
80,TXO,201603,C,10000,2016-02-01,10:05:00,0.9,0.9,0.9,0.9,0.0
81,TXO,201603,C,10000,2016-02-01,10:06:00,0.9,0.9,0.9,0.9,0.0
82,TXO,201603,C,10000,2016-02-01,10:07:00,0.9,0.9,0.9,0.9,0.0
83,TXO,201603,C,10000,2016-02-01,10:08:00,0.9,0.9,0.9,0.9,0.0
84,TXO,201603,C,10000,2016-02-01,10:09:00,0.9,0.9,0.9,0.9,0.0
85,TXO,201603,C,10000,2016-02-01,10:10:00,0.9,0.9,0.9,0.9,0.0
86,TXO,201603,C,10000,2016-02-01,10:11:00,0.9,0.9,0.9,0.9,0.0
87,TXO,201603,C,10000,2016-02-01,10:12:00,0.9,0.9,0.9,0.9,0.0
88,TXO,201603,C,10000,2016-02-01,10:13:00,0.9,0.9,0.9,0.9,0.0
89,TXO,201603,C,10000,2016-02-01,10:14:00,0.9,0.9,0.9,0.9,0.0
90,TXO,201603,C,10000,2016-02-01,10:15:00,0.9,0.9,0.9,0.9,0.0
91,TXO,201603,C,10000,2016-02-01,10:16:00,0.9,0.9,0.9,0.9,0.0
92,TXO,201603,C,10000,2016-02-01,10:17:00,0.9,0.9,0.9,0.9,0.0
93,TXO,201603,C,10000,2016-02-01,10:18:00,0.9,0.9,0.9,0.9,0.0
94,TXO,201603,C,10000,2016-02-01,10:19:00,0.9,0.9,0.9,0.9,0.0
95,TXO,201603,C,10000,2016-02-01,10:20:00,0.9,0.9,0.9,0.9,0.0
96,TXO,201603,C,10000,2016-02-01,10:21:00,0.9,0.9,0.9,0.9,0.0
97,TXO,201603,C,10000,2016-02-01,10:22:00,0.9,0.9,0.9,0.9,0.0
98,TXO,201603,C,10000,2016-02-01,10:23:00,0.9,0.9,0.9,0.9,0.0
99,TXO,201603,C,10000,2016-02-01,10:24:00,0.9,0.9,0.9,0.9,0.0
100,TXO,201603,C,10000,2016-02-01,10:25:00,0.9,0.9,0.9,0.9,0.0
101,TXO,201603,C,10000,2016-02-01,10:26:00,0.9,0.9,0.9,0.9,0.0
102,TXO,201603,C,10000,2016-02-01,10:27:00,0.9,0.9,0.9,0.9,0.0
103,TXO,201603,C,10000,2016-02-01,10:28:00,0.9,0.9,0.9,0.9,0.0
104,TXO,201603,C,10000,2016-02-01,10:29:00,0.9,0.9,0.9,0.9,0.0
105,TXO,201603,C,10000,2016-02-01,10:30:00,0.9,0.9,0.9,0.9,0.0
106,TXO,201603,C,10000,2016-02-01,10:31:00,0.9,0.9,0.9,0.9,0.0
107,TXO,201603,C,10000,2016-02-01,10:32:00,0.9,0.9,0.9,0.9,0.0
108,TXO,201603,C,10000,2016-02-01,10:33:00,0.9,0.9,0.9,0.9,0.0
109,TXO,201603,C,10000,2016-02-01,10:34:00,0.9,0.9,0.9,0.9,0.0
110,TXO,201603,C,10000,2016-02-01,10:35:00,0.9,0.9,0.9,0.9,0.0
111,TXO,201603,C,10000,2016-02-01,10:36:00,0.9,0.9,0.9,0.9,0.0
112,TXO,201603,C,10000,2016-02-01,10:37:00,0.9,0.9,0.9,0.9,0.0
113,TXO,201603,C,10000,2016-02-01,10:38:00,0.9,0.9,0.9,0.9,0.0
114,TXO,201603,C,10000,2016-02-01,10:39:00,0.9,0.9,0.9,0.9,0.0
115,TXO,201603,C,10000,2016-02-01,10:40:00,0.9,0.9,0.9,0.9,0.0
116,TXO,201603,C,10000,2016-02-01,10:41:00,0.9,0.9,0.9,0.9,0.0
117,TXO,201603,C,10000,2016-02-01,10:42:00,0.9,0.9,0.9,0.9,0.0
118,TXO,201603,C,10000,2016-02-01,10:43:00,0.9,0.9,0.9,0.9,0.0
119,TXO,201603,C,10000,2016-02-01,10:44:00,0.9,0.9,0.9,0.9,0.0
120,TXO,201603,C,10000,2016-02-01,10:45:00,0.9,0.9,0.9,0.9,0.0
121,TXO,201603,C,10000,2016-02-01,10:46:00,0.9,0.9,0.9,0.9,0.0
122,TXO,201603,C,10000,2016-02-01,10:47:00,0.9,0.9,0.9,0.9,0.0
123,TXO,201603,C,10000,2016-02-01,10:48:00,0.9,0.9,0.9,0.9,0.0
124,TXO,201603,C,10000,2016-02-01,10:49:00,0.9,0.9,0.9,0.9,0.0
125,TXO,201603,C,10000,2016-02-01,10:50:00,0.9,0.9,0.9,0.9,0.0
126,TXO,201603,C,10000,2016-02-01,10:51:00,0.9,0.9,0.9,0.9,0.0
127,TXO,201603,C,10000,2016-02-01,10:52:00,0.9,0.9,0.9,0.9,0.0
128,TXO,201603,C,10000,2016-02-01,10:53:00,0.9,0.9,0.9,0.9,0.0
129,TXO,201603,C,10000,2016-02-01,10:54:00,0.9,0.9,0.9,0.9,0.0
130,TXO,201603,C,10000,2016-02-01,10:55:00,0.9,0.9,0.9,0.9,0.0
131,TXO,201603,C,10000,2016-02-01,10:56:00,0.9,0.9,0.9,0.9,0.0
132,TXO,201603,C,10000,2016-02-01,10:57:00,0.9,0.9,0.9,0.9,0.0
133,TXO,201603,C,10000,2016-02-01,10:58:00,0.9,0.9,0.9,0.9,0.0
134,TXO,201603,C,10000,2016-02-01,10:59:00,0.9,0.9,0.9,0.9,0.0
135,TXO,201603,C,10000,2016-02-01,11:00:00,0.9,0.9,0.9,0.9,0.0
136,TXO,201603,C,10000,2016-02-01,11:01:00,0.9,0.9,0.9,0.9,0.0
137,TXO,201603,C,10000,2016-02-01,11:02:00,0.9,0.9,0.9,0.9,0.0
138,TXO,201603,C,10000,2016-02-01,11:03:00,0.9,0.9,0.9,0.9,0.0
139,TXO,201603,C,10000,2016-02-01,11:04:00,0.9,0.9,0.9,0.9,0.0
140,TXO,201603,C,10000,2016-02-01,11:05:00,0.9,0.9,0.9,0.9,0.0
141,TXO,201603,C,10000,2016-02-01,11:06:00,0.9,0.9,0.9,0.9,0.0
142,TXO,201603,C,10000,2016-02-01,11:07:00,0.9,0.9,0.9,0.9,0.0
143,TXO,201603,C,10000,2016-02-01,11:08:00,0.9,0.9,0.9,0.9,0.0
144,TXO,201603,C,10000,2016-02-01,11:09:00,0.9,0.9,0.9,0.9,0.0
145,TXO,201603,C,10000,2016-02-01,11:10:00,0.9,0.9,0.9,0.9,0.0
146,TXO,201603,C,10000,2016-02-01,11:11:00,0.9,0.9,0.9,0.9,0.0
147,TXO,201603,C,10000,2016-02-01,11:12:00,0.9,0.9,0.9,0.9,0.0
148,TXO,201603,C,10000,2016-02-01,11:13:00,0.9,0.9,0.9,0.9,0.0
149,TXO,201603,C,10000,2016-02-01,11:14:00,0.9,0.9,0.9,0.9,0.0
150,TXO,201603,C,10000,2016-02-01,11:15:00,0.9,0.9,0.9,0.9,0.0
151,TXO,201603,C,10000,2016-02-01,11:16:00,0.9,0.9,0.9,0.9,0.0
152,TXO,201603,C,10000,2016-02-01,11:17:00,0.9,0.9,0.9,0.9,0.0
153,TXO,201603,C,10000,2016-02-01,11:18:00,0.9,0.9,0.9,0.9,0.0
154,TXO,201603,C,10000,2016-02-01,11:19:00,0.9,0.9,0.9,0.9,0.0
155,TXO,201603,C,10000,2016-02-01,11:20:00,0.9,0.9,0.9,0.9,0.0
156,TXO,201603,C,10000,2016-02-01,11:21:00,0.9,0.9,0.9,0.9,0.0
157,TXO,201603,C,10000,2016-02-01,11:22:00,0.9,0.9,0.9,0.9,0.0
158,TXO,201603,C,10000,2016-02-01,11:23:00,0.9,0.9,0.9,0.9,0.0
159,TXO,201603,C,10000,2016-02-01,11:24:00,0.9,0.9,0.9,0.9,0.0
160,TXO,201603,C,10000,2016-02-01,11:25:00,0.9,0.9,0.9,0.9,0.0
161,TXO,201603,C,10000,2016-02-01,11:26:00,0.9,0.9,0.9,0.9,0.0
162,TXO,201603,C,10000,2016-02-01,11:27:00,0.9,0.9,0.9,0.9,0.0
163,TXO,201603,C,10000,2016-02-01,11:28:00,0.9,0.9,0.9,0.9,0.0
164,TXO,201603,C,10000,2016-02-01,11:29:00,0.9,0.9,0.9,0.9,0.0
165,TXO,201603,C,10000,2016-02-01,11:30:00,0.9,0.9,0.9,0.9,0.0
166,TXO,201603,C,10000,2016-02-01,11:31:00,0.9,0.9,0.9,0.9,0.0
167,TXO,201603,C,10000,2016-02-01,11:32:00,0.9,0.9,0.9,0.9,0.0
168,TXO,201603,C,10000,2016-02-01,11:33:00,0.9,0.9,0.9,0.9,0.0
169,TXO,201603,C,10000,2016-02-01,11:34:00,0.9,0.9,0.9,0.9,0.0
170,TXO,201603,C,10000,2016-02-01,11:35:00,0.9,0.9,0.9,0.9,0.0
171,TXO,201603,C,10000,2016-02-01,11:36:00,0.9,0.9,0.9,0.9,0.0
172,TXO,201603,C,10000,2016-02-01,11:37:00,0.9,0.9,0.9,0.9,0.0
173,TXO,201603,C,10000,2016-02-01,11:38:00,0.9,0.9,0.9,0.9,0.0
174,TXO,201603,C,10000,2016-02-01,11:39:00,0.9,0.9,0.9,0.9,0.0
175,TXO,201603,C,10000,2016-02-01,11:40:00,0.9,0.9,0.9,0.9,0.0
176,TXO,201603,C,10000,2016-02-01,11:41:00,0.9,0.9,0.9,0.9,0.0
177,TXO,201603,C,10000,2016-02-01,11:42:00,0.9,0.9,0.9,0.9,0.0
178,TXO,201603,C,10000,2016-02-01,11:43:00,0.9,0.9,0.9,0.9,0.0
179,TXO,201603,C,10000,2016-02-01,11:44:00,0.9,0.9,0.9,0.9,0.0
180,TXO,201603,C,10000,2016-02-01,11:45:00,0.9,0.9,0.9,0.9,0.0
181,TXO,201603,C,10000,2016-02-01,11:46:00,0.9,0.9,0.9,0.9,0.0
182,TXO,201603,C,10000,2016-02-01,11:47:00,0.9,0.9,0.9,0.9,0.0
183,TXO,201603,C,10000,2016-02-01,11:48:00,0.9,0.9,0.9,0.9,0.0
184,TXO,201603,C,10000,2016-02-01,11:49:00,0.9,0.9,0.9,0.9,0.0
185,TXO,201603,C,10000,2016-02-01,11:50:00,0.9,0.9,0.9,0.9,0.0
186,TXO,201603,C,10000,2016-02-01,11:51:00,0.9,0.9,0.9,0.9,0.0
187,TXO,201603,C,10000,2016-02-01,11:52:00,0.9,0.9,0.9,0.9,0.0
188,TXO,201603,C,10000,2016-02-01,11:53:00,0.9,0.9,0.9,0.9,0.0
189,TXO,201603,C,10000,2016-02-01,11:54:00,0.9,0.9,0.9,0.9,0.0
190,TXO,201603,C,10000,2016-02-01,11:55:00,0.9,0.9,0.9,0.9,0.0
191,TXO,201603,C,10000,2016-02-01,11:56:00,0.9,0.9,0.9,0.9,0.0
192,TXO,201603,C,10000,2016-02-01,11:57:00,0.9,0.9,0.9,0.9,0.0
193,TXO,201603,C,10000,2016-02-01,11:58:00,0.9,0.9,0.9,0.9,0.0
194,TXO,201603,C,10000,2016-02-01,11:59:00,0.9,0.9,0.9,0.9,0.0
195,TXO,201603,C,10000,2016-02-01,12:00:00,0.9,0.9,0.9,0.9,0.0
196,TXO,201603,C,10000,2016-02-01,12:01:00,0.9,0.9,0.9,0.9,0.0
197,TXO,201603,C,10000,2016-02-01,12:02:00,0.9,0.9,0.9,0.9,0.0
198,TXO,201603,C,10000,2016-02-01,12:03:00,0.9,0.9,0.9,0.9,0.0
199,TXO,201603,C,10000,2016-02-01,12:04:00,0.9,0.9,0.9,0.9,0.0
200,TXO,201603,C,10000,2016-02-01,12:05:00,0.9,0.9,0.9,0.9,0.0
201,TXO,201603,C,10000,2016-02-01,12:06:00,0.9,0.9,0.9,0.9,0.0
202,TXO,201603,C,10000,2016-02-01,12:07:00,0.9,0.9,0.9,0.9,0.0
203,TXO,201603,C,10000,2016-02-01,12:08:00,0.9,0.9,0.9,0.9,0.0
204,TXO,201603,C,10000,2016-02-01,12:09:00,0.9,0.9,0.9,0.9,0.0
205,TXO,201603,C,10000,2016-02-01,12:10:00,0.9,0.9,0.9,0.9,0.0
206,TXO,201603,C,10000,2016-02-01,12:11:00,0.9,0.9,0.9,0.9,0.0
207,TXO,201603,C,10000,2016-02-01,12:12:00,0.9,0.9,0.9,0.9,0.0
208,TXO,201603,C,10000,2016-02-01,12:13:00,0.9,0.9,0.9,0.9,0.0
209,TXO,201603,C,10000,2016-02-01,12:14:00,0.9,0.9,0.9,0.9,0.0
210,TXO,201603,C,10000,2016-02-01,12:15:00,0.9,0.9,0.9,0.9,0.0
211,TXO,201603,C,10000,2016-02-01,12:16:00,0.9,0.9,0.9,0.9,0.0
212,TXO,201603,C,10000,2016-02-01,12:17:00,0.9,0.9,0.9,0.9,0.0
213,TXO,201603,C,10000,2016-02-01,12:18:00,0.9,0.9,0.9,0.9,0.0
214,TXO,201603,C,10000,2016-02-01,12:19:00,0.9,0.9,0.9,0.9,0.0
215,TXO,201603,C,10000,2016-02-01,12:20:00,0.9,0.9,0.9,0.9,0.0
216,TXO,201603,C,10000,2016-02-01,12:21:00,0.9,0.9,0.9,0.9,0.0
217,TXO,201603,C,10000,2016-02-01,12:22:00,0.9,0.9,0.9,0.9,0.0
218,TXO,201603,C,10000,2016-02-01,12:23:00,0.9,0.9,0.9,0.9,0.0
219,TXO,201603,C,10000,2016-02-01,12:24:00,0.9,0.9,0.9,0.9,0.0
220,TXO,201603,C,10000,2016-02-01,12:25:00,0.9,0.9,0.9,0.9,0.0
221,TXO,201603,C,10000,2016-02-01,12:26:00,0.9,0.9,0.9,0.9,0.0
222,TXO,201603,C,10000,2016-02-01,12:27:00,0.9,0.9,0.9,0.9,0.0
223,TXO,201603,C,10000,2016-02-01,12:28:00,0.9,0.9,0.9,0.9,0.0
224,TXO,201603,C,10000,2016-02-01,12:29:00,0.9,0.9,0.9,0.9,0.0
225,TXO,201603,C,10000,2016-02-01,12:30:00,0.9,0.9,0.9,0.9,0.0
226,TXO,201603,C,10000,2016-02-01,12:31:00,0.9,0.9,0.9,0.9,0.0
227,TXO,201603,C,10000,2016-02-01,12:32:00,0.9,0.9,0.9,0.9,0.0
228,TXO,201603,C,10000,2016-02-01,12:33:00,0.9,0.9,0.9,0.9,0.0
229,TXO,201603,C,10000,2016-02-01,12:34:00,0.9,0.9,0.9,0.9,0.0
230,TXO,201603,C,10000,2016-02-01,12:35:00,0.9,0.9,0.9,0.9,0.0
231,TXO,201603,C,10000,2016-02-01,12:36:00,0.9,0.9,0.9,0.9,0.0
232,TXO,201603,C,10000,2016-02-01,12:37:00,0.9,0.9,0.9,0.9,0.0
233,TXO,201603,C,10000,2016-02-01,12:38:00,0.9,0.9,0.9,0.9,0.0
234,TXO,201603,C,10000,2016-02-01,12:39:00,0.9,0.9,0.9,0.9,0.0
235,TXO,201603,C,10000,2016-02-01,12:40:00,0.9,0.9,0.9,0.9,0.0
236,TXO,201603,C,10000,2016-02-01,12:41:00,0.9,0.9,0.9,0.9,0.0
237,TXO,201603,C,10000,2016-02-01,12:42:00,0.9,0.9,0.9,0.9,0.0
238,TXO,201603,C,10000,2016-02-01,12:43:00,0.9,0.9,0.9,0.9,0.0
239,TXO,201603,C,10000,2016-02-01,12:44:00,0.9,0.9,0.9,0.9,0.0
240,TXO,201603,C,10000,2016-02-01,12:45:00,0.9,0.9,0.9,0.9,4.0
241,TXO,201603,C,10000,2016-02-01,12:46:00,0.9,0.9,0.9,0.9,0.0
242,TXO,201603,C,10000,2016-02-01,12:47:00,0.9,0.9,0.9,0.9,0.0
243,TXO,201603,C,10000,2016-02-01,12:48:00,0.9,0.9,0.9,0.9,0.0
244,TXO,201603,C,10000,2016-02-01,12:49:00,0.9,0.9,0.9,0.9,0.0
245,TXO,201603,C,10000,2016-02-01,12:50:00,0.9,0.9,0.9,0.9,0.0
246,TXO,201603,C,10000,2016-02-01,12:51:00,0.9,0.9,0.9,0.9,0.0
247,TXO,201603,C,10000,2016-02-01,12:52:00,0.9,0.9,0.9,0.9,0.0
248,TXO,201603,C,10000,2016-02-01,12:53:00,0.9,0.9,0.9,0.9,0.0
249,TXO,201603,C,10000,2016-02-01,12:54:00,0.9,0.9,0.9,0.9,0.0
250,TXO,201603,C,10000,2016-02-01,12:55:00,0.9,0.9,0.9,0.9,0.0
251,TXO,201603,C,10000,2016-02-01,12:56:00,0.9,0.9,0.9,0.9,0.0
252,TXO,201603,C,10000,2016-02-01,12:57:00,0.9,0.9,0.9,0.9,0.0
253,TXO,201603,C,10000,2016-02-01,12:58:00,0.9,0.9,0.9,0.9,0.0
254,TXO,201603,C,10000,2016-02-01,12:59:00,0.9,0.9,0.9,0.9,0.0
255,TXO,201603,C,10000,2016-02-01,13:00:00,0.9,0.9,0.9,0.9,0.0
256,TXO,201603,C,10000,2016-02-01,13:01:00,0.9,0.9,0.9,0.9,0.0
257,TXO,201603,C,10000,2016-02-01,13:02:00,0.9,0.9,0.9,0.9,0.0
258,TXO,201603,C,10000,2016-02-01,13:03:00,0.9,0.9,0.9,0.9,0.0
259,TXO,201603,C,10000,2016-02-01,13:04:00,0.9,0.9,0.9,0.9,0.0
260,TXO,201603,C,10000,2016-02-01,13:05:00,0.9,0.9,0.9,0.9,0.0
261,TXO,201603,C,10000,2016-02-01,13:06:00,0.9,0.9,0.9,0.9,0.0
262,TXO,201603,C,10000,2016-02-01,13:07:00,0.9,0.9,0.9,0.9,0.0
263,TXO,201603,C,10000,2016-02-01,13:08:00,0.9,0.9,0.9,0.9,0.0
264,TXO,201603,C,10000,2016-02-01,13:09:00,0.9,0.9,0.9,0.9,0.0
265,TXO,201603,C,10000,2016-02-01,13:10:00,0.9,0.9,0.9,0.9,0.0
266,TXO,201603,C,10000,2016-02-01,13:11:00,0.9,0.9,0.9,0.9,0.0
267,TXO,201603,C,10000,2016-02-01,13:12:00,0.9,0.9,0.9,0.9,0.0
268,TXO,201603,C,10000,2016-02-01,13:13:00,0.9,0.9,0.9,0.9,0.0
269,TXO,201603,C,10000,2016-02-01,13:14:00,0.9,0.9,0.9,0.9,0.0
270,TXO,201603,C,10000,2016-02-01,13:15:00,0.9,0.9,0.9,0.9,0.0
271,TXO,201603,C,10000,2016-02-01,13:16:00,0.9,0.9,0.9,0.9,0.0
272,TXO,201603,C,10000,2016-02-01,13:17:00,0.9,0.9,0.9,0.9,0.0
273,TXO,201603,C,10000,2016-02-01,13:18:00,0.9,0.9,0.9,0.9,0.0
274,TXO,201603,C,10000,2016-02-01,13:19:00,0.9,0.9,0.9,0.9,0.0
275,TXO,201603,C,10000,2016-02-01,13:20:00,0.9,0.9,0.9,0.9,0.0
276,TXO,201603,C,10000,2016-02-01,13:21:00,0.9,0.9,0.9,0.9,0.0
277,TXO,201603,C,10000,2016-02-01,13:22:00,0.9,0.9,0.9,0.9,0.0
278,TXO,201603,C,10000,2016-02-01,13:23:00,0.9,0.9,0.9,0.9,0.0
279,TXO,201603,C,10000,2016-02-01,13:24:00,0.9,0.9,0.9,0.9,0.0
280,TXO,201603,C,10000,2016-02-01,13:25:00,0.9,0.9,0.9,0.9,0.0
281,TXO,201603,C,10000,2016-02-01,13:26:00,0.9,0.9,0.9,0.9,0.0
282,TXO,201603,C,10000,2016-02-01,13:27:00,0.9,0.9,0.9,0.9,0.0
283,TXO,201603,C,10000,2016-02-01,13:28:00,0.9,0.9,0.9,0.9,0.0
284,TXO,201603,C,10000,2016-02-01,13:29:00,0.9,0.9,0.9,0.9,0.0
285,TXO,201603,C,10000,2016-02-01,13:30:00,0.9,0.9,0.9,0.9,0.0
286,TXO,201603,C,10000,2016-02-01,13:31:00,0.9,0.9,0.9,0.9,0.0
287,TXO,201603,C,10000,2016-02-01,13:32:00,0.9,0.9,0.9,0.9,0.0
288,TXO,201603,C,10000,2016-02-01,13:33:00,0.9,0.9,0.9,0.9,0.0
289,TXO,201603,C,10000,2016-02-01,13:34:00,0.9,0.9,0.9,0.9,0.0
290,TXO,201603,C,10000,2016-02-01,13:35:00,0.9,0.9,0.9,0.9,0.0
291,TXO,201603,C,10000,2016-02-01,13:36:00,0.9,0.9,0.9,0.9,0.0
292,TXO,201603,C,10000,2016-02-01,13:37:00,0.9,0.9,0.9,0.9,0.0
293,TXO,201603,C,10000,2016-02-01,13:38:00,0.9,0.9,0.9,0.9,0.0
294,TXO,201603,C,10000,2016-02-01,13:39:00,0.9,0.9,0.9,0.9,0.0
295,TXO,201603,C,10000,2016-02-01,13:40:00,0.9,0.9,0.9,0.9,0.0
